interview__key,region,departement,milieu,materiau_toit,materiau_murs,nb_pieces,statut_occup,possede_bien_1,possede_bien_2,possede_bien_3,possede_bien_4,possede_bien_5,possede_bien_6,possede_bien_7,possede_bien_8,possede_bien_9,possede_bien_10,possede_bien_11,possede_bien_12,possede_bien_13,possede_bien_14,possede_bien_15,source_eau,type_toilettes,source_revenu_0,source_revenu_1,source_revenu_2,source_revenu_3,source_revenu_4,source_revenu_5,source_revenu_6,source_revenu_7,source_revenu_8,source_revenu_9,source_revenu_10,source_revenu_11,source_revenu_12,source_revenu_13,source_revenu_14,choc_subi,nb_pieces_outlier,score_actifs,index_richesse_pca,quintile_richesse,nb_sources_revenu,eau_amelioree,cm_sexe,cm_age,cm_scolarise,cm_niveau_etudes,cm_occupation,nb_chocs
96-41-43-98,KOLDA,KOLDA,1,3,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,1,41,2,NA,8,0
81-94-68-93,KOLDA,MEDINA YORO,1,4,6,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,1,38,2,NA,8,0
62-40-78-49,KOLDA,KOLDA,1,4,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,2,-0.7216681934375103,2,1,0,1,48,2,NA,8,3
43-26-29-71,KAFFRINE,BIRKELANE,1,4,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,2,0.12512987625258692,4,1,1,1,48,2,NA,0,2
75-92-60-40,KOLDA,KOLDA,1,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,1,25,1,1,8,0
56-70-66-78,KOLDA,KOLDA,1,4,1,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,2,1.4308988671531535,5,1,0,1,45,2,NA,8,0
21-45-74-38,KOLDA,KOLDA,1,4,3,3,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,1,FALSE,3,-0.6002840872733476,3,1,0,1,56,2,NA,8,3
65-80-78-58,KOLDA,KOLDA,1,4,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,0.0037457700884242,4,1,0,1,43,2,NA,8,0
48-98-01-32,KOLDA,KOLDA,1,4,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,3,-0.6002840872733476,3,1,0,1,37,1,1,8,0
97-72-24-94,KAFFRINE,MALEM HODDA,1,4,3,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,1,-0.991607934532062,1,1,1,1,66,2,NA,8,2
44-88-65-80,LOUGA,KEBEMER,1,4,6,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,FALSE,2,-0.7216681934375103,2,1,1,1,63,2,NA,9,1
23-56-84-15,LOUGA,KEBEMER,1,3,1,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,FALSE,2,-0.7216681934375103,2,1,1,1,40,2,NA,9,0
73-15-93-84,KOLDA,KOLDA,1,3,1,8,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,FALSE,5,0.7938066530137736,5,1,0,1,61,1,3,8,0
38-20-61-24,KOLDA,KOLDA,1,3,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,2,-0.41739439243882454,3,1,0,1,70,2,NA,0,0
52-29-42-12,KOLDA,KOLDA,1,4,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,FALSE,3,-0.6002840872733476,3,1,0,1,62,2,NA,0,0
51-84-90-01,LOUGA,KEBEMER,1,3,6,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,FALSE,2,-0.7216681934375103,2,1,1,1,32,2,NA,9,0
68-28-76-00,KOLDA,MEDINA YORO,1,3,6,10,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,FALSE,2,-0.1717307363381781,4,1,0,1,59,2,NA,8,0
89-96-72-51,LOUGA,KEBEMER,1,4,6,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,2,FALSE,1,-0.991607934532062,1,1,1,1,70,2,NA,9,0
01-52-67-44,KAFFRINE,BIRKELANE,1,4,3,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,1,-0.991607934532062,1,1,1,1,37,2,NA,8,2
99-76-96-32,LOUGA,KEBEMER,1,3,6,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,2,-0.7216681934375103,2,1,1,1,54,2,NA,9,1
57-23-62-30,KOLDA,KOLDA,1,4,1,4,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,FALSE,3,-0.6002840872733476,3,1,0,1,72,2,NA,8,0
45-63-27-95,KAFFRINE,BIRKELANE,1,3,1,6,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,3,0.3803523016258275,5,1,1,1,37,1,1,8,2
28-70-08-37,KOLDA,KOLDA,1,3,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,3,-0.6002840872733476,3,1,0,1,44,1,1,8,0
51-68-43-10,KOLDA,KOLDA,1,4,3,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,2,FALSE,2,-0.7216681934375103,2,1,0,1,40,2,NA,8,0
25-11-52-28,KOLDA,KOLDA,1,4,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,5,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,FALSE,4,-0.02607054518011027,4,1,0,1,43,2,NA,8,0
97-21-19-20,KAFFRINE,MALEM HODDA,1,4,6,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,2,-0.7216681934375103,2,1,1,1,61,2,NA,8,1
01-78-24-09,SAINT LOUIS,PODOR,1,3,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,1,-0.991607934532062,1,1,1,1,50,2,NA,0,1
11-99-14-60,KOLDA,VELINGARA,1,4,6,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,1,55,2,NA,8,0
03-58-11-30,KOLDA,VELINGARA,1,3,4,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,2,1.5044108574055253,5,1,0,1,40,2,NA,8,1
43-90-91-63,KOLDA,VELINGARA,1,3,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,FALSE,2,-0.41739439243882454,3,1,0,1,52,2,NA,2,0
00-24-15-87,KOLDA,VELINGARA,1,1,7,5,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,5,2.675323362342157,5,1,1,1,40,2,NA,8,0
55-33-13-64,KOLDA,VELINGARA,1,2,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,1,-0.991607934532062,1,1,1,1,55,2,NA,8,3
89-69-15-28,KOLDA,VELINGARA,1,1,4,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,1,46,2,NA,8,0
33-86-49-73,KOLDA,VELINGARA,1,2,1,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,3,-0.2960102862746618,4,1,0,1,42,2,NA,8,3
34-44-59-29,KOLDA,VELINGARA,1,2,7,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,1,60,2,NA,8,0
25-90-81-96,KOLDA,VELINGARA,1,4,2,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,2,-0.8702238283678991,2,1,1,1,46,1,2,8,3
69-48-05-73,SEDHIOU,BOUNKILING,1,3,1,5,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,5,0.7938066530137736,5,1,0,1,70,2,NA,8,0
92-97-38-24,SEDHIOU,BOUNKILING,1,3,1,3,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,FALSE,3,-0.6002840872733476,3,1,1,1,54,1,1,9,0
12-86-25-63,SEDHIOU,BOUNKILING,1,3,1,6,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,4,0.2195931109205364,4,1,1,1,44,2,NA,8,0
09-50-21-61,SAINT LOUIS,PODOR,1,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,FALSE,1,-0.991607934532062,1,1,1,1,55,2,NA,9,1
34-64-32-46,SEDHIOU,BOUNKILING,1,3,1,8,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,4,0.2195931109205364,4,1,0,1,58,2,NA,8,0
67-85-39-86,SAINT LOUIS,PODOR,1,3,3,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,2,-0.7216681934375103,2,1,1,2,47,2,NA,0,1
83-82-70-13,SEDHIOU,BOUNKILING,1,3,1,4,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,5,1.321613605983874,5,1,1,1,22,2,NA,8,0
28-42-48-13,SEDHIOU,BOUNKILING,1,3,1,5,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,FALSE,4,1.2002294998197112,5,1,0,1,43,2,NA,9,0
38-32-91-03,SAINT LOUIS,PODOR,1,3,5,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,2,-0.7216681934375103,2,1,1,1,54,2,NA,0,1
78-87-80-26,SAINT LOUIS,PODOR,1,4,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,FALSE,1,-0.991607934532062,1,1,1,2,44,2,NA,0,1
90-96-06-73,SAINT LOUIS,PODOR,1,4,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FALSE,1,-0.991607934532062,1,1,1,1,60,2,NA,5,1
95-82-70-86,SAINT LOUIS,PODOR,1,4,4,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,FALSE,1,-0.991607934532062,1,1,1,2,34,2,NA,10,0
98-21-26-24,KOLDA,MEDINA YORO,1,4,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,2,-0.41739439243882454,3,1,0,1,46,2,NA,8,0
87-39-36-51,KOLDA,MEDINA YORO,1,4,3,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,1,FALSE,2,-0.7216681934375103,2,1,0,1,64,2,NA,9,3
95-64-02-62,SAINT LOUIS,PODOR,1,4,4,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,FALSE,1,-0.991607934532062,1,1,1,1,70,2,NA,8,0
27-11-99-28,KOLDA,MEDINA YORO,1,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,2,-0.41739439243882454,3,1,0,1,23,1,1,8,0
47-27-43-85,SAINT LOUIS,PODOR,1,4,4,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,2,-0.7216681934375103,2,1,1,1,82,2,NA,8,0
75-93-62-21,KOLDA,MEDINA YORO,1,4,6,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5,9,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,1,FALSE,3,-0.147454651344273,4,1,0,1,32,2,NA,8,0
85-45-36-13,SAINT LOUIS,PODOR,1,4,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,FALSE,1,-0.991607934532062,1,1,1,1,80,2,NA,9,0
90-99-46-42,KOLDA,MEDINA YORO,1,4,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,2,-0.41739439243882454,3,1,0,1,41,2,NA,8,0
70-97-98-00,KOLDA,MEDINA YORO,1,4,3,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,2,FALSE,2,-0.7216681934375103,2,1,0,1,69,1,1,8,0
77-95-29-91,SAINT LOUIS,PODOR,1,4,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,FALSE,1,-0.991607934532062,1,1,1,1,53,2,NA,9,1
87-92-38-90,KOLDA,MEDINA YORO,2,4,6,7,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,9,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,FALSE,3,-0.6002840872733476,1,1,0,1,45,2,NA,8,3
44-32-21-92,KOLDA,MEDINA YORO,1,4,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,2,52,2,NA,8,0
94-29-86-55,KOLDA,KOLDA,1,4,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,3,-0.6002840872733476,3,1,0,1,53,2,NA,8,0
17-54-70-78,KOLDA,MEDINA YORO,1,4,3,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,2,FALSE,2,-0.7216681934375103,2,1,0,1,48,2,NA,8,0
16-63-11-24,KOLDA,MEDINA YORO,1,4,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,5,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,2,FALSE,2,-0.7216681934375103,2,1,1,1,45,1,1,8,0
33-52-54-03,KOLDA,MEDINA YORO,1,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,1,35,1,1,8,0
99-85-06-87,KOLDA,MEDINA YORO,1,4,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,1,29,2,NA,8,0
20-14-26-48,KOLDA,MEDINA YORO,1,4,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,1,47,1,1,8,0
56-23-62-24,ZIGUINCHOR,BIGNONA,1,3,3,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,1,FALSE,1,-0.991607934532062,1,1,0,1,33,2,NA,8,2
72-51-73-39,KOLDA,MEDINA YORO,1,3,6,10,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,9,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,1,FALSE,3,-0.2960102862746618,4,1,0,1,56,2,NA,8,3
75-80-19-36,KOLDA,KOLDA,1,4,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,1,48,2,NA,8,0
12-97-53-18,TAMBACOUNDA,GOUDIRY,1,3,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,2,-0.8702238283678991,2,1,1,1,56,2,NA,9,1
73-70-75-71,KOLDA,MEDINA YORO,1,3,4,10,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,5,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,2,FALSE,3,-0.2960102862746618,4,1,0,1,64,2,NA,8,0
37-80-89-19,KAFFRINE,BIRKELANE,1,3,1,5,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,FALSE,5,1.7744430419129484,5,1,1,1,68,2,NA,8,0
84-55-36-41,KOLDA,KOLDA,1,4,3,4,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,2,FALSE,3,-0.6002840872733476,3,1,0,1,40,1,2,8,0
55-74-33-14,ZIGUINCHOR,BIGNONA,1,3,3,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1,1.3532973630567342,5,1,0,1,39,2,NA,9,1
68-72-69-62,KOLDA,KOLDA,1,4,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,3,-0.6002840872733476,3,1,0,1,65,2,NA,8,2
24-34-23-11,KOLDA,VELINGARA,1,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,1,-0.991607934532062,1,1,1,1,50,2,NA,0,3
19-77-69-22,KAFFRINE,MALEM HODDA,1,4,6,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,FALSE,2,-0.7216681934375103,2,1,1,1,47,2,NA,8,0
89-71-28-41,LOUGA,KEBEMER,1,3,6,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,1,-0.991607934532062,1,1,1,1,70,2,NA,9,2
64-13-55-22,KOLDA,KOLDA,1,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,1,56,2,NA,0,0
42-90-69-84,KOLDA,VELINGARA,1,3,1,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,2,-0.7216681934375103,2,1,0,1,43,2,NA,8,1
31-91-72-52,KOLDA,MEDINA YORO,1,4,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,1,70,2,NA,0,0
35-63-43-65,KOLDA,KOLDA,1,4,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,FALSE,2,-0.8702238283678991,2,1,0,1,26,1,3,8,2
27-80-29-86,KOLDA,KOLDA,1,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,1,45,1,1,8,0
82-87-71-06,KAFFRINE,MALEM HODDA,1,4,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,1,1,65,2,NA,8,0
15-09-23-55,KOLDA,VELINGARA,1,3,1,13,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,4,-0.02607054518011027,4,1,1,1,56,2,NA,8,3
00-11-37-86,KOLDA,VELINGARA,1,3,1,22,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,3,1.5466558780876956,5,1,0,1,76,2,NA,0,2
50-00-31-64,TAMBACOUNDA,GOUDIRY,1,4,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,1,-0.991607934532062,1,1,1,1,53,2,NA,0,1
82-20-97-63,KOLDA,VELINGARA,1,3,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,1,-0.991607934532062,1,1,1,1,34,2,NA,8,2
81-75-95-76,SEDHIOU,BOUNKILING,1,3,1,12,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TRUE,3,0.0982090047563736,4,1,0,1,64,2,NA,8,0
36-30-62-88,KOLDA,VELINGARA,1,4,3,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,2,-0.7216681934375103,2,1,1,1,57,2,NA,0,2
51-70-78-26,SEDHIOU,BOUNKILING,1,3,3,4,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,FALSE,5,0.7938066530137736,5,1,0,1,38,1,2,12,0
90-27-40-08,KOLDA,VELINGARA,1,3,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,1,-0.6947473219412968,3,1,1,1,74,2,NA,0,2
14-58-55-10,KOLDA,VELINGARA,1,4,6,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,2,-0.8702238283678991,2,1,0,1,20,2,NA,6,0
44-89-45-00,ZIGUINCHOR,ZIGUINCHOR,1,3,3,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5,5,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,1,FALSE,3,-0.147454651344273,4,1,0,2,66,1,1,8,1
73-89-26-98,KOLDA,VELINGARA,1,3,4,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,1,65,2,NA,8,0
42-00-63-85,ZIGUINCHOR,ZIGUINCHOR,1,3,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,2,40,1,2,8,0
76-66-25-80,KOLDA,VELINGARA,1,2,1,5,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,3,-0.6002840872733476,3,1,0,1,53,1,1,8,3
49-39-20-94,SEDHIOU,BOUNKILING,1,3,1,9,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,6,1.8958271480771112,5,1,0,1,54,1,2,8,0
32-48-15-25,KOLDA,VELINGARA,1,3,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,1,-0.991607934532062,1,1,0,1,50,1,1,8,2
05-44-18-95,THIES,M�BOUR,1,3,1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,2,-0.1717307363381781,4,1,1,1,65,2,NA,8,0
82-65-62-70,THIES,M�BOUR,1,4,5,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,1,1,70,1,1,8,0
