interview__key,region,departement,milieu,materiau_toit,materiau_murs,nb_pieces,statut_occup,possede_bien_1,possede_bien_2,possede_bien_3,possede_bien_4,possede_bien_5,possede_bien_6,possede_bien_7,possede_bien_8,possede_bien_9,possede_bien_10,possede_bien_11,possede_bien_12,possede_bien_13,possede_bien_14,possede_bien_15,source_eau,type_toilettes,source_revenu_0,source_revenu_1,source_revenu_2,source_revenu_3,source_revenu_4,source_revenu_5,source_revenu_6,source_revenu_7,source_revenu_8,source_revenu_9,source_revenu_10,source_revenu_11,source_revenu_12,source_revenu_13,source_revenu_14,choc_subi,nb_pieces_outlier,score_actifs,index_richesse_pca,quintile_richesse,nb_sources_revenu,eau_amelioree,cm_sexe,cm_age,cm_scolarise,cm_niveau_etudes,cm_occupation,nb_chocs
88-76-55-84,ZIGUINCHOR,BIGNONA,1,3,3,5,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,FALSE,3,-0.6002840872733476,3,1,0,2,45,2,NA,9,0
86-06-09-40,ZIGUINCHOR,BIGNONA,1,3,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,FALSE,1,-0.991607934532062,1,1,0,1,62,2,NA,0,0
77-86-22-56,KOLDA,KOLDA,1,3,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,3,0.4024828057550592,5,1,0,1,31,1,1,8,0
10-48-30-98,THIES,TIVAOUANE,1,1,1,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,FALSE,3,0.9302897587251596,5,1,1,1,84,2,NA,9,0
44-01-93-86,ZIGUINCHOR,BIGNONA,1,3,3,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,FALSE,2,-0.7216681934375103,3,1,0,1,35,2,NA,9,0
28-17-44-19,LOUGA,LINGUERE,1,4,4,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,FALSE,2,-0.7216681934375103,3,1,1,1,61,2,NA,8,0
58-50-48-16,KOLDA,KOLDA,1,3,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,1,1,61,1,1,9,0
96-70-38-54,ZIGUINCHOR,BIGNONA,1,1,1,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,FALSE,3,0.0982090047563736,4,1,0,2,56,2,NA,0,0
37-23-88-84,KOLDA,KOLDA,1,3,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,2,-0.8702238283678991,2,1,0,1,61,2,NA,8,0
48-21-75-93,THIES,TIVAOUANE,1,2,1,6,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,9,6.661138946631728,5,1,1,1,74,2,NA,0,0
92-30-77-03,THIES,TIVAOUANE,2,1,1,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,3,0.9302897587251596,2,1,1,1,67,2,NA,0,0
53-31-11-90,KOLDA,KOLDA,1,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,2,58,2,NA,8,0
29-56-48-95,LOUGA,LINGUERE,1,3,4,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,FALSE,2,-0.7216681934375103,3,1,1,1,47,1,1,8,1
66-06-86-65,ZIGUINCHOR,BIGNONA,1,3,3,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,FALSE,2,-0.1717307363381781,4,1,0,1,48,2,NA,8,0
61-79-65-08,KOLDA,KOLDA,1,3,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,0,1,40,2,NA,8,0
46-77-10-09,THIES,TIVAOUANE,1,2,1,4,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,FALSE,4,2.3748707100876225,5,1,1,1,71,1,1,0,1
57-11-02-90,THIES,TIVAOUANE,1,2,1,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,FALSE,3,0.2774965104037987,4,1,1,1,66,2,NA,8,0
84-47-71-74,ZIGUINCHOR,BIGNONA,1,3,1,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5,5,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,1,FALSE,3,0.0982090047563736,4,1,0,1,36,1,3,4,1
13-14-53-30,THIES,TIVAOUANE,1,2,1,3,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,FALSE,4,1.3795170054671364,5,1,1,2,50,2,NA,9,0
82-02-03-49,KOLDA,KOLDA,1,4,3,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,2,-0.7216681934375103,3,1,0,1,74,2,NA,8,3
79-40-23-15,THIES,TIVAOUANE,2,1,1,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,2,1.105766265151762,3,1,1,1,47,2,NA,8,0
93-15-07-77,ZIGUINCHOR,BIGNONA,1,3,3,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,FALSE,2,-0.1717307363381781,4,1,0,1,58,2,NA,8,2
50-75-72-15,THIES,TIVAOUANE,1,1,1,5,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,FALSE,4,1.097373708597683,5,1,1,1,51,2,NA,9,1
72-63-67-00,ZIGUINCHOR,BIGNONA,1,3,3,5,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,5,5,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,1,FALSE,4,1.4016475095963683,5,1,0,1,63,2,NA,8,1
59-21-89-83,KOLDA,VELINGARA,1,4,6,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,2,-0.8702238283678991,2,1,1,2,50,2,NA,0,1
80-54-46-16,KAOLACK,NIORO,1,3,1,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,5,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,2,FALSE,4,0.6724225468496109,5,1,1,1,59,1,1,12,0
20-93-54-80,THIES,TIVAOUANE,1,3,1,3,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,2,FALSE,4,1.2002294998197112,5,1,1,2,47,2,NA,9,0
77-13-53-99,ZIGUINCHOR,BIGNONA,1,3,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,FALSE,1,-0.991607934532062,1,1,0,1,45,2,NA,8,1
44-39-67-16,KAOLACK,NIORO,1,3,1,5,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,FALSE,3,0.3803523016258275,5,1,1,1,69,2,NA,8,0
20-63-93-96,KOLDA,KOLDA,1,4,1,4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,4,-0.02607054518011027,4,1,0,1,59,2,NA,8,1
71-62-54-23,THIES,TIVAOUANE,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,-0.8161314281054596,2,1,1,1,67,2,NA,8,0
11-66-05-29,KAOLACK,NIORO,1,3,1,10,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,FALSE,5,3.4912827320105735,5,1,1,1,64,2,NA,8,0
91-58-19-47,KOLDA,VELINGARA,2,3,1,4,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,FALSE,4,2.405383621247605,4,1,0,2,55,1,2,0,2
63-24-82-40,KOLDA,KOLDA,1,3,3,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,1,FALSE,2,-0.7216681934375103,3,1,0,1,57,2,NA,8,3
25-73-09-27,KOLDA,VELINGARA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3,-0.147454651344273,4,0,0,NA,NA,NA,NA,NA,0
71-37-51-90,KOLDA,KOLDA,1,3,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,2,FALSE,2,-0.1717307363381781,4,1,0,1,55,2,NA,8,0
47-48-77-74,KAOLACK,NIORO,1,3,1,8,2,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,FALSE,6,3.249536904435394,5,1,1,1,62,1,4,4,0
34-43-15-13,KOLDA,KOLDA,1,3,1,5,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,1,FALSE,3,-0.6002840872733476,3,1,0,1,65,2,NA,8,3
91-18-82-55,ZIGUINCHOR,BIGNONA,1,2,6,4,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,FALSE,4,0.2195931109205364,4,1,1,1,72,2,NA,8,3
03-51-45-22,KOLDA,VELINGARA,1,3,1,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,3,0.4024828057550592,5,1,1,1,62,1,1,6,2
41-41-04-95,ZIGUINCHOR,BIGNONA,1,2,6,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,FALSE,2,-0.7216681934375103,3,1,0,1,44,1,3,8,1
22-70-81-38,KAOLACK,NIORO,1,3,1,2,2,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,6,2.7967074685063196,5,1,1,1,50,1,1,8,3
99-92-22-33,THIES,TIVAOUANE,1,1,1,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,FALSE,2,1.105766265151762,5,1,1,2,56,2,NA,0,0
61-60-66-52,ZIGUINCHOR,BIGNONA,1,2,7,5,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,3,-0.6002840872733476,3,1,0,1,62,1,1,8,3
94-31-13-07,KAFFRINE,BIRKELANE,1,1,1,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,FALSE,3,0.2774965104037987,4,1,1,1,47,2,NA,8,3
24-76-13-02,KAOLACK,NIORO,1,3,5,5,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,FALSE,2,-0.7216681934375103,3,1,1,1,68,1,1,8,0
20-63-53-83,ZIGUINCHOR,BIGNONA,1,2,7,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,FALSE,2,-0.1717307363381781,4,1,0,2,71,2,NA,0,3
13-42-90-03,KAFFRINE,BIRKELANE,1,4,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,1,-0.991607934532062,1,1,1,1,35,2,NA,8,2
85-49-08-32,ZIGUINCHOR,BIGNONA,1,2,7,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,4,2.2179774413511906,5,1,0,1,43,1,4,8,2
29-57-61-21,KAOLACK,NIORO,1,3,1,2,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,5,2.675323362342157,5,1,1,1,64,2,NA,8,0
55-63-61-89,THIES,TIVAOUANE,1,1,1,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,2,1.105766265151762,5,1,1,1,67,2,NA,0,0
76-87-39-48,ZIGUINCHOR,BIGNONA,1,2,6,5,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,FALSE,4,0.2195931109205364,4,1,0,1,68,2,NA,8,0
24-23-67-46,KAFFRINE,BIRKELANE,1,3,1,5,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,FALSE,5,2.675323362342157,5,1,1,1,39,1,3,3,2
11-47-42-16,KAOLACK,NIORO,1,3,1,5,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,6,2.551043812405673,5,1,1,1,40,2,NA,8,0
34-02-95-88,SEDHIOU,BOUNKILING,1,3,1,5,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,4,1.2002294998197112,5,1,0,1,63,1,1,8,0
58-15-82-36,KAFFRINE,BIRKELANE,1,4,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,1,1,60,2,NA,8,0
44-63-05-91,KAOLACK,NIORO,1,3,1,4,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,FALSE,7,5.0877607006971814,5,1,1,1,54,1,1,8,0
22-91-88-36,KOLDA,VELINGARA,1,3,1,3,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,4,1.5733028672788192,5,1,1,1,67,1,1,0,2
78-87-84-50,KAFFRINE,BIRKELANE,1,4,6,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,2,-0.7216681934375103,3,1,1,1,47,2,NA,8,1
66-01-65-49,ZIGUINCHOR,OUSSOUYE,1,2,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,FALSE,2,-0.7216681934375103,3,1,0,2,30,1,3,4,1
36-67-63-00,KAOLACK,NIORO,1,3,1,7,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,5,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,1,FALSE,5,1.7744430419129484,5,1,1,1,57,1,1,8,3
64-38-11-96,LOUGA,KEBEMER,1,4,6,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,FALSE,2,-0.7216681934375103,3,1,1,1,57,2,NA,8,1
80-95-16-37,KAFFRINE,BIRKELANE,NA,3,1,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,FALSE,3,2.2507760653470372,5,1,1,1,40,1,1,0,2
56-16-10-73,ZIGUINCHOR,OUSSOUYE,1,3,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,FALSE,1,-0.991607934532062,1,1,0,2,71,2,NA,0,1
87-16-81-87,KAOLACK,NIORO,1,3,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,5,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,1,FALSE,3,0.0982090047563736,4,1,1,1,68,2,NA,0,3
50-55-25-09,KOLDA,VELINGARA,1,3,1,5,5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,FALSE,3,0.0982090047563736,4,1,1,1,53,2,NA,3,0
01-58-17-58,KAFFRINE,MALEM HODDA,1,1,6,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,1,-0.991607934532062,1,1,1,1,34,2,NA,8,0
83-14-94-88,KAFFRINE,BIRKELANE,1,3,1,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,FALSE,3,0.9302897587251596,5,1,1,1,45,1,1,0,2
11-58-11-47,KAOLACK,NIORO,1,3,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,FALSE,1,-0.546191687010908,3,1,1,1,55,2,NA,8,3
26-84-82-81,THIES,TIVAOUANE,1,3,6,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,1,FALSE,2,-0.7216681934375103,3,1,1,1,57,2,NA,9,1
33-04-93-25,KAOLACK,NIORO,1,3,3,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,6,4.362356886694576,5,1,1,1,50,1,3,8,3
07-86-05-45,KAFFRINE,BIRKELANE,1,4,3,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,2,-0.7216681934375103,3,1,1,1,50,2,NA,8,2
09-33-88-03,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3,-0.6002840872733476,3,0,0,NA,NA,NA,NA,NA,0
77-26-30-41,ZIGUINCHOR,OUSSOUYE,1,2,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,FALSE,2,-0.7216681934375103,3,1,1,2,70,2,NA,8,1
38-75-79-36,THIES,TIVAOUANE,1,1,1,10,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,FALSE,4,1.097373708597683,5,1,1,1,67,2,NA,8,1
64-23-79-00,LOUGA,LINGUERE,1,3,6,6,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,3,0.0982090047563736,4,1,1,1,84,2,NA,0,1
65-51-06-34,ZIGUINCHOR,BIGNONA,1,3,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,FALSE,1,-0.546191687010908,3,1,0,1,46,1,2,0,0
29-98-40-15,LOUGA,LINGUERE,1,2,2,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,2,-0.7216681934375103,3,1,1,1,47,2,NA,8,1
17-64-59-07,LOUGA,LINGUERE,1,4,6,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,2,-0.7216681934375103,3,1,1,1,65,2,NA,8,0
23-54-67-38,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3,-0.6002840872733476,3,0,0,NA,NA,NA,NA,NA,0
47-14-88-32,THIES,TIVAOUANE,1,1,1,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,2,-0.7216681934375103,3,1,1,1,73,2,NA,8,1
39-65-69-42,THIES,TIVAOUANE,1,3,6,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,9,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,1,FALSE,3,0.0982090047563736,4,1,1,1,65,2,NA,8,1
97-76-56-16,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,-0.1717307363381781,4,0,0,NA,NA,NA,NA,NA,0
18-39-92-15,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,-0.991607934532062,1,0,0,NA,NA,NA,NA,NA,0
28-37-10-65,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,-0.7216681934375103,2,0,0,NA,NA,NA,NA,NA,0
15-43-25-77,KOLDA,VELINGARA,2,3,1,7,4,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,5,1.7744430419129484,4,1,1,1,35,2,NA,4,2
36-13-29-56,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,-0.991607934532062,1,0,0,NA,NA,NA,NA,NA,0
41-11-37-98,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4,2.3748707100876225,5,0,0,NA,NA,NA,NA,NA,0
64-92-67-85,SEDHIOU,BOUNKILING,1,3,1,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,3,0.0982090047563736,4,1,0,1,74,2,NA,0,0
20-81-62-28,ZIGUINCHOR,BIGNONA,1,3,1,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,FALSE,2,-0.1717307363381781,4,1,0,1,76,2,NA,8,0
20-19-94-73,ZIGUINCHOR,BIGNONA,1,3,3,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,FALSE,3,0.0982090047563736,4,1,0,1,48,2,NA,8,0
26-38-31-28,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5,0.7938066530137736,4,0,0,NA,NA,NA,NA,NA,0
89-74-06-71,KOLDA,VELINGARA,1,1,1,4,5,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,FALSE,5,2.1475164093720567,5,1,1,1,55,2,NA,3,0
52-94-55-18,ZIGUINCHOR,BIGNONA,1,3,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,FALSE,2,-0.1717307363381781,4,1,0,2,60,2,NA,8,0
64-51-35-00,ZIGUINCHOR,BIGNONA,1,3,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,FALSE,2,-0.1717307363381781,4,1,0,1,36,2,NA,8,0
82-80-44-92,ZIGUINCHOR,BIGNONA,1,3,3,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,FALSE,3,0.0982090047563736,4,1,0,2,68,2,NA,0,0
18-07-77-15,ZIGUINCHOR,OUSSOUYE,1,3,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,FALSE,1,-0.546191687010908,3,1,0,2,76,2,NA,0,3
24-70-71-29,ZIGUINCHOR,BIGNONA,1,3,3,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,FALSE,2,-0.7216681934375103,3,1,0,2,64,2,NA,0,0
93-03-18-25,ZIGUINCHOR,BIGNONA,1,3,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,FALSE,1,-0.991607934532062,1,1,0,1,75,2,NA,8,0
