interview__key,region,milieu,score_actifs,asset_any_na
37-25-95-95,TAMBACOUNDA,1,2,0
00-22-44-59,TAMBACOUNDA,1,2,0
01-46-22-13,ZIGUINCHOR,1,2,0
83-32-64-55,ZIGUINCHOR,1,2,0
66-91-64-12,ZIGUINCHOR,1,1,0
35-56-82-32,TAMBACOUNDA,1,1,0
31-25-84-44,ZIGUINCHOR,1,4,0
66-16-41-04,THIES,2,4,0
83-70-45-36,TAMBACOUNDA,1,2,0
87-11-12-53,TAMBACOUNDA,1,1,0
70-15-61-07,ZIGUINCHOR,1,3,0
69-21-20-36,ZIGUINCHOR,1,3,0
41-11-71-95,ZIGUINCHOR,1,3,0
98-70-78-64,TAMBACOUNDA,1,2,0
07-07-80-77,ZIGUINCHOR,1,1,0
56-72-86-60,ZIGUINCHOR,1,5,0
57-71-17-90,TAMBACOUNDA,1,1,0
07-48-42-27,ZIGUINCHOR,1,6,0
84-58-28-46,KOLDA,2,3,0
90-80-20-43,KOLDA,1,1,0
57-33-98-39,KAFFRINE,1,3,0
94-24-71-92,KAFFRINE,1,0,0
13-12-43-06,TAMBACOUNDA,1,4,0
38-79-16-96,TAMBACOUNDA,1,1,0
42-17-29-86,LOUGA,1,2,0
78-56-51-12,KAFFRINE,1,5,0
15-59-60-78,ZIGUINCHOR,1,2,0
65-42-64-73,KOLDA,1,3,0
03-29-91-42,ZIGUINCHOR,1,3,0
25-21-24-06,LOUGA,1,1,0
66-18-61-46,KAFFRINE,1,5,0
70-15-59-83,TAMBACOUNDA,1,1,0
38-38-35-92,TAMBACOUNDA,1,1,0
45-95-02-23,TAMBACOUNDA,1,1,0
66-15-14-01,TAMBACOUNDA,1,1,0
97-52-09-17,ZIGUINCHOR,1,1,0
05-28-32-51,TAMBACOUNDA,1,2,0
18-92-34-46,THIES,2,5,0
66-40-53-21,ZIGUINCHOR,1,1,0
64-03-24-36,KOLDA,1,2,0
82-59-46-21,ZIGUINCHOR,1,2,0
61-14-00-84,LOUGA,1,1,0
86-37-36-84,KAFFRINE,1,5,0
90-46-59-00,LOUGA,1,2,0
55-19-99-59,ZIGUINCHOR,1,2,0
89-01-63-22,KAFFRINE,NA,4,0
29-41-37-31,TAMBACOUNDA,1,1,0
84-70-05-67,KOLDA,2,7,0
32-43-03-64,ZIGUINCHOR,1,1,0
87-52-13-36,ZIGUINCHOR,1,2,0
94-27-05-68,ZIGUINCHOR,1,1,0
87-19-60-21,ZIGUINCHOR,1,2,0
67-66-09-05,KAFFRINE,1,1,0
89-73-11-65,KAFFRINE,1,1,0
20-32-42-76,TAMBACOUNDA,1,1,0
57-04-98-86,ZIGUINCHOR,1,4,0
14-29-38-12,KOLDA,1,3,0
11-59-83-97,KOLDA,1,1,0
88-74-49-45,LOUGA,1,1,0
12-63-24-88,ZIGUINCHOR,1,5,0
71-51-66-63,ZIGUINCHOR,1,8,0
97-19-25-73,KOLDA,1,1,0
84-81-30-40,ZIGUINCHOR,1,0,0
77-41-91-78,TAMBACOUNDA,1,1,0
73-74-03-21,KAFFRINE,1,7,0
87-85-88-99,KOLDA,1,2,0
78-78-69-73,ZIGUINCHOR,1,3,0
56-52-91-74,ZIGUINCHOR,1,9,0
91-80-04-04,TAMBACOUNDA,1,1,0
80-40-58-45,ZIGUINCHOR,1,5,0
72-94-06-02,SEDHIOU,1,4,0
27-61-18-72,TAMBACOUNDA,NA,1,0
98-06-76-10,ZIGUINCHOR,1,1,0
70-05-97-71,TAMBACOUNDA,1,1,0
40-20-46-00,ZIGUINCHOR,1,1,0
61-74-85-18,LOUGA,1,2,0
02-63-05-28,ZIGUINCHOR,1,3,0
24-96-29-97,ZIGUINCHOR,1,2,0
16-73-12-33,KOLDA,1,6,0
24-34-71-88,ZIGUINCHOR,1,1,0
15-57-36-96,TAMBACOUNDA,1,2,0
96-47-61-40,LOUGA,1,2,0
17-23-59-43,KOLDA,1,2,0
41-67-59-60,KOLDA,1,3,0
90-73-95-96,TAMBACOUNDA,1,4,0
84-97-22-29,KAFFRINE,1,3,0
69-21-19-57,TAMBACOUNDA,1,4,0
50-98-26-83,KOLDA,2,2,0
88-03-04-36,KOLDA,2,3,0
15-47-97-72,ZIGUINCHOR,1,2,0
73-20-12-62,LOUGA,1,3,0
61-31-49-23,ZIGUINCHOR,NA,1,0
92-69-96-56,TAMBACOUNDA,1,1,0
44-97-30-19,TAMBACOUNDA,1,1,0
66-65-61-82,ZIGUINCHOR,1,0,0
20-23-38-39,ZIGUINCHOR,1,1,0
81-42-86-16,TAMBACOUNDA,1,3,0
01-82-88-67,ZIGUINCHOR,1,5,0
40-11-73-56,ZIGUINCHOR,1,2,0
40-56-22-96,ZIGUINCHOR,1,1,0
52-47-31-27,TAMBACOUNDA,1,3,0
63-10-29-72,TAMBACOUNDA,1,1,0
11-06-76-44,KAFFRINE,1,1,0
48-71-97-02,KOLDA,1,3,0
81-02-81-92,TAMBACOUNDA,1,2,0
20-69-45-75,ZIGUINCHOR,1,1,0
52-17-30-06,KOLDA,1,2,0
43-06-06-67,ZIGUINCHOR,1,1,0
49-74-63-52,LOUGA,1,1,0
01-89-68-27,KOLDA,1,3,0
70-42-85-99,ZIGUINCHOR,1,1,0
25-71-78-14,TAMBACOUNDA,1,1,0
53-68-71-53,KAFFRINE,1,2,0
40-29-79-86,ZIGUINCHOR,1,2,0
41-93-74-86,TAMBACOUNDA,1,2,0
60-83-01-78,KAFFRINE,NA,2,0
42-52-91-86,ZIGUINCHOR,1,3,0
65-12-96-06,ZIGUINCHOR,1,0,0
36-08-82-79,LOUGA,1,2,0
18-41-49-49,THIES,NA,2,0
39-67-03-35,ZIGUINCHOR,1,2,0
65-86-14-66,TAMBACOUNDA,1,1,0
32-53-24-48,LOUGA,1,4,0
39-92-64-94,THIES,1,2,0
60-15-12-28,ZIGUINCHOR,1,1,0
25-56-31-96,LOUGA,1,2,0
36-47-65-81,THIES,1,2,0
61-74-39-29,KOLDA,1,3,0
86-04-13-56,THIES,2,4,0
38-34-11-21,THIES,1,2,0
49-79-21-15,KOLDA,1,3,0
52-21-00-56,LOUGA,1,2,0
22-23-10-45,THIES,1,6,0
66-52-57-96,KAOLACK,1,3,0
82-80-23-22,ZIGUINCHOR,1,2,0
03-58-59-32,THIES,1,2,0
80-14-00-05,THIES,1,3,0
41-17-30-54,ZIGUINCHOR,1,2,0
88-76-55-84,ZIGUINCHOR,1,3,0
86-06-09-40,ZIGUINCHOR,1,1,0
77-86-22-56,KOLDA,1,3,0
10-48-30-98,THIES,1,3,0
44-01-93-86,ZIGUINCHOR,1,2,0
28-17-44-19,LOUGA,1,2,0
58-50-48-16,KOLDA,1,1,0
96-70-38-54,ZIGUINCHOR,1,3,0
37-23-88-84,KOLDA,1,2,0
48-21-75-93,THIES,1,9,0
92-30-77-03,THIES,2,3,0
53-31-11-90,KOLDA,1,1,0
29-56-48-95,LOUGA,1,2,0
66-06-86-65,ZIGUINCHOR,1,2,0
61-79-65-08,KOLDA,1,1,0
46-77-10-09,THIES,1,4,0
57-11-02-90,THIES,1,3,0
84-47-71-74,ZIGUINCHOR,1,3,0
13-14-53-30,THIES,1,4,0
82-02-03-49,KOLDA,1,2,0
79-40-23-15,THIES,2,2,0
93-15-07-77,ZIGUINCHOR,1,2,0
50-75-72-15,THIES,1,4,0
72-63-67-00,ZIGUINCHOR,1,4,0
59-21-89-83,KOLDA,1,2,0
80-54-46-16,KAOLACK,1,4,0
20-93-54-80,THIES,1,4,0
77-13-53-99,ZIGUINCHOR,1,1,0
44-39-67-16,KAOLACK,1,3,0
20-63-93-96,KOLDA,1,4,0
71-62-54-23,THIES,1,0,0
11-66-05-29,KAOLACK,1,5,0
91-58-19-47,KOLDA,2,4,0
63-24-82-40,KOLDA,1,2,0
25-73-09-27,KOLDA,1,0,1
71-37-51-90,KOLDA,1,2,0
47-48-77-74,KAOLACK,1,6,0
34-43-15-13,KOLDA,1,3,0
91-18-82-55,ZIGUINCHOR,1,4,0
03-51-45-22,KOLDA,1,3,0
41-41-04-95,ZIGUINCHOR,1,2,0
22-70-81-38,KAOLACK,1,6,0
99-92-22-33,THIES,1,2,0
61-60-66-52,ZIGUINCHOR,1,3,0
94-31-13-07,KAFFRINE,1,3,0
24-76-13-02,KAOLACK,1,2,0
20-63-53-83,ZIGUINCHOR,1,2,0
13-42-90-03,KAFFRINE,1,1,0
85-49-08-32,ZIGUINCHOR,1,4,0
29-57-61-21,KAOLACK,1,5,0
55-63-61-89,THIES,1,2,0
76-87-39-48,ZIGUINCHOR,1,4,0
24-23-67-46,KAFFRINE,1,5,0
11-47-42-16,KAOLACK,1,6,0
34-02-95-88,SEDHIOU,1,4,0
58-15-82-36,KAFFRINE,1,1,0
44-63-05-91,KAOLACK,1,7,0
22-91-88-36,KOLDA,1,4,0
78-87-84-50,KAFFRINE,1,2,0
66-01-65-49,ZIGUINCHOR,1,2,0
36-67-63-00,KAOLACK,1,5,0
64-38-11-96,LOUGA,1,2,0
80-95-16-37,KAFFRINE,NA,3,0
56-16-10-73,ZIGUINCHOR,1,1,0
87-16-81-87,KAOLACK,1,3,0
50-55-25-09,KOLDA,1,3,0
01-58-17-58,KAFFRINE,1,1,0
83-14-94-88,KAFFRINE,1,3,0
11-58-11-47,KAOLACK,1,1,0
26-84-82-81,THIES,1,2,0
33-04-93-25,KAOLACK,1,6,0
07-86-05-45,KAFFRINE,1,2,0
09-33-88-03,MATAM,NA,0,1
77-26-30-41,ZIGUINCHOR,1,2,0
38-75-79-36,THIES,1,4,0
64-23-79-00,LOUGA,1,3,0
65-51-06-34,ZIGUINCHOR,1,1,0
29-98-40-15,LOUGA,1,2,0
17-64-59-07,LOUGA,1,2,0
23-54-67-38,MATAM,NA,0,1
47-14-88-32,THIES,1,2,0
39-65-69-42,THIES,1,3,0
97-76-56-16,MATAM,NA,0,1
18-39-92-15,MATAM,NA,0,1
28-37-10-65,MATAM,NA,0,1
15-43-25-77,KOLDA,2,5,0
36-13-29-56,MATAM,NA,0,1
41-11-37-98,MATAM,NA,0,1
64-92-67-85,SEDHIOU,1,3,0
20-81-62-28,ZIGUINCHOR,1,2,0
20-19-94-73,ZIGUINCHOR,1,3,0
26-38-31-28,MATAM,NA,0,1
89-74-06-71,KOLDA,1,5,0
52-94-55-18,ZIGUINCHOR,1,2,0
64-51-35-00,ZIGUINCHOR,1,2,0
82-80-44-92,ZIGUINCHOR,1,3,0
18-07-77-15,ZIGUINCHOR,1,1,0
24-70-71-29,ZIGUINCHOR,1,2,0
93-03-18-25,ZIGUINCHOR,1,1,0
19-44-44-68,ZIGUINCHOR,1,2,0
91-46-32-59,KOLDA,1,1,0
22-38-64-01,ZIGUINCHOR,1,2,0
21-59-49-65,THIES,1,2,0
15-56-80-54,ZIGUINCHOR,1,4,0
72-81-98-43,KOLDA,1,1,0
13-29-73-71,KOLDA,2,4,0
83-53-89-65,ZIGUINCHOR,1,6,0
42-74-45-39,LOUGA,1,2,0
07-92-54-13,MATAM,NA,0,1
81-90-68-62,MATAM,NA,0,1
77-03-79-51,KOLDA,1,0,0
46-77-37-11,KOLDA,1,1,0
55-40-45-22,KAOLACK,1,5,0
77-13-60-19,LOUGA,1,3,0
92-21-57-02,KOLDA,1,4,0
30-05-87-94,KOLDA,1,2,0
97-34-25-11,LOUGA,1,2,0
12-51-72-27,KOLDA,1,2,0
53-40-83-51,MATAM,NA,0,1
19-13-46-76,LOUGA,1,1,0
03-85-47-37,KOLDA,1,2,0
18-24-76-11,KAFFRINE,1,2,0
75-90-38-72,SEDHIOU,1,2,0
05-84-01-30,LOUGA,1,2,0
07-62-02-40,LOUGA,1,2,0
25-25-39-15,ZIGUINCHOR,1,1,0
47-30-41-84,KAFFRINE,NA,1,0
17-60-24-90,LOUGA,1,1,0
06-06-91-93,ZIGUINCHOR,1,1,0
63-59-14-82,ZIGUINCHOR,1,1,0
43-01-86-57,KAFFRINE,1,1,0
37-23-68-00,LOUGA,1,5,0
00-59-17-82,ZIGUINCHOR,1,2,0
72-14-22-47,ZIGUINCHOR,1,5,0
90-55-91-14,KAFFRINE,1,2,0
87-06-38-48,ZIGUINCHOR,1,3,0
89-65-60-72,ZIGUINCHOR,1,1,0
45-65-62-34,KAOLACK,1,5,0
86-46-59-54,KAOLACK,1,5,0
59-63-13-48,THIES,1,4,0
82-44-05-66,THIES,1,3,0
45-66-05-36,ZIGUINCHOR,1,0,1
42-67-20-77,DIOURBEL,1,1,0
50-45-82-76,SEDHIOU,1,0,0
86-53-76-07,LOUGA,1,1,0
46-20-04-46,KOLDA,1,2,0
56-19-49-24,KAFFRINE,1,1,0
46-58-33-24,SEDHIOU,1,1,0
39-16-28-11,LOUGA,1,2,0
33-94-73-14,SEDHIOU,1,3,0
54-00-53-74,SEDHIOU,1,1,0
23-80-58-85,ZIGUINCHOR,1,1,0
63-62-05-45,KAFFRINE,1,0,0
73-79-06-99,SEDHIOU,1,2,0
75-68-33-08,ZIGUINCHOR,1,3,0
34-54-81-42,ZIGUINCHOR,1,1,0
72-19-74-24,KAFFRINE,1,0,0
63-75-46-27,SEDHIOU,1,6,0
47-12-99-79,ZIGUINCHOR,1,1,0
93-21-31-47,ZIGUINCHOR,1,2,0
33-17-68-51,SEDHIOU,1,1,0
36-05-60-37,DIOURBEL,1,1,0
85-31-08-88,KAFFRINE,1,5,0
42-15-22-21,THIES,1,3,0
79-10-93-13,ZIGUINCHOR,1,1,0
26-86-07-19,ZIGUINCHOR,1,0,1
83-52-69-34,KAFFRINE,1,4,0
89-16-64-40,KAFFRINE,1,2,0
81-14-13-81,DIOURBEL,1,2,0
13-81-78-04,DIOURBEL,1,2,0
70-75-45-76,KAFFRINE,1,1,0
53-72-28-47,SEDHIOU,1,1,0
75-95-64-17,DIOURBEL,1,1,0
42-59-44-76,DIOURBEL,1,2,0
51-67-74-78,ZIGUINCHOR,1,2,0
50-56-86-93,KAFFRINE,1,2,0
26-61-22-64,SEDHIOU,1,1,0
99-07-02-92,DIOURBEL,1,2,0
11-38-96-05,SEDHIOU,1,2,0
47-68-29-04,DIOURBEL,1,1,0
62-82-09-97,KAFFRINE,1,3,0
70-40-74-64,DIOURBEL,1,1,0
73-30-17-51,DIOURBEL,1,1,0
95-36-57-20,DIOURBEL,1,1,0
17-61-97-83,DIOURBEL,1,1,0
80-38-91-36,SEDHIOU,1,1,0
36-35-70-35,ZIGUINCHOR,1,2,0
00-60-72-20,SEDHIOU,1,6,0
27-15-38-35,KOLDA,1,1,0
22-47-56-53,ZIGUINCHOR,1,0,1
88-72-88-01,ZIGUINCHOR,1,3,0
98-19-49-08,DIOURBEL,1,1,0
13-94-13-04,ZIGUINCHOR,1,5,0
96-34-47-97,ZIGUINCHOR,1,0,1
39-05-98-47,KAFFRINE,1,0,0
73-59-39-49,ZIGUINCHOR,1,0,1
30-13-99-40,ZIGUINCHOR,1,4,0
17-40-57-05,ZIGUINCHOR,1,0,1
36-87-64-31,ZIGUINCHOR,1,1,0
42-14-20-99,SEDHIOU,1,3,0
87-93-56-58,DIOURBEL,1,1,0
51-99-13-00,ZIGUINCHOR,1,4,0
79-12-82-67,SEDHIOU,1,2,0
66-75-82-27,KAFFRINE,1,1,0
98-57-90-92,SEDHIOU,1,3,0
95-53-73-54,KAFFRINE,1,2,0
78-11-26-93,ZIGUINCHOR,1,2,0
71-88-65-27,SEDHIOU,1,3,0
70-52-53-84,DIOURBEL,1,2,0
43-14-50-55,ZIGUINCHOR,1,2,0
42-72-02-87,KAFFRINE,1,0,0
79-16-09-58,SEDHIOU,1,3,0
79-53-32-10,ZIGUINCHOR,1,0,1
67-43-01-64,ZIGUINCHOR,1,2,0
80-79-91-64,ZIGUINCHOR,1,3,0
76-56-95-79,KAFFRINE,1,1,0
41-25-78-30,SEDHIOU,1,4,0
57-91-64-75,SEDHIOU,1,2,0
70-48-00-63,ZIGUINCHOR,1,1,0
11-13-90-26,ZIGUINCHOR,1,3,0
53-40-80-11,SEDHIOU,1,2,0
21-02-04-97,SEDHIOU,1,2,0
11-55-17-92,ZIGUINCHOR,1,3,0
82-47-37-40,ZIGUINCHOR,1,1,0
50-67-77-05,ZIGUINCHOR,1,1,0
44-22-91-67,SEDHIOU,1,3,0
17-77-25-75,ZIGUINCHOR,1,1,0
76-27-39-47,DIOURBEL,1,2,0
86-21-55-64,SEDHIOU,1,2,0
30-38-86-60,SEDHIOU,1,2,0
26-03-24-20,KAFFRINE,1,2,0
23-19-29-03,ZIGUINCHOR,1,3,0
02-50-54-15,SEDHIOU,1,5,0
87-80-18-33,ZIGUINCHOR,1,4,0
77-87-41-97,ZIGUINCHOR,1,4,0
09-99-87-40,DIOURBEL,1,1,0
71-65-29-78,KOLDA,1,2,0
87-79-66-94,ZIGUINCHOR,1,2,0
00-41-67-87,KOLDA,1,2,0
86-40-72-10,ZIGUINCHOR,1,2,0
94-70-27-96,KAFFRINE,1,1,0
56-29-54-87,ZIGUINCHOR,1,0,0
52-83-00-22,KOLDA,1,4,0
27-31-25-03,SEDHIOU,1,3,0
78-50-47-03,ZIGUINCHOR,1,1,0
49-73-22-82,KAFFRINE,1,2,0
33-46-82-51,KOLDA,1,3,0
44-25-19-77,ZIGUINCHOR,1,6,0
01-65-12-42,ZIGUINCHOR,1,1,0
56-32-09-25,KOLDA,1,3,0
08-27-42-38,ZIGUINCHOR,1,1,0
55-45-73-55,ZIGUINCHOR,1,2,0
90-92-81-34,ZIGUINCHOR,1,0,1
12-74-96-21,SEDHIOU,1,2,0
92-06-82-49,KOLDA,1,2,0
22-49-41-39,ZIGUINCHOR,1,3,0
03-44-87-43,ZIGUINCHOR,1,1,0
42-03-29-67,KAFFRINE,1,0,0
81-96-72-27,KOLDA,1,3,0
24-61-31-84,FATICK,NA,0,1
87-93-91-25,ZIGUINCHOR,1,1,0
94-01-86-79,DIOURBEL,1,2,0
11-08-08-48,KOLDA,1,2,0
38-89-40-44,SEDHIOU,1,3,0
15-83-53-52,SEDHIOU,1,1,0
32-05-14-84,KAFFRINE,1,3,0
71-03-52-02,ZIGUINCHOR,1,1,0
36-48-00-28,KOLDA,1,2,0
64-35-05-27,SEDHIOU,1,3,0
30-15-28-02,ZIGUINCHOR,1,1,0
06-47-57-83,KOLDA,1,2,0
02-50-64-13,SEDHIOU,1,3,0
91-44-57-66,KAFFRINE,1,1,0
63-97-99-73,ZIGUINCHOR,1,1,0
10-28-19-74,KOLDA,1,2,0
28-15-85-35,SEDHIOU,1,2,0
57-66-63-80,DIOURBEL,1,0,0
83-69-32-29,SEDHIOU,1,3,0
26-45-41-42,SEDHIOU,1,3,0
75-91-88-94,SEDHIOU,1,2,0
78-41-34-88,ZIGUINCHOR,1,1,0
38-55-09-83,KAFFRINE,1,1,0
32-78-21-80,SEDHIOU,1,3,0
87-42-74-47,SEDHIOU,1,5,0
24-54-10-50,KAFFRINE,1,3,0
26-65-53-30,SEDHIOU,1,2,0
74-36-56-72,KAFFRINE,1,2,0
27-81-91-04,SEDHIOU,1,2,0
19-30-15-45,DIOURBEL,1,1,0
18-56-25-48,SEDHIOU,1,4,0
92-23-97-74,KAFFRINE,1,1,0
23-33-47-42,DIOURBEL,1,1,0
32-63-78-62,DIOURBEL,1,1,0
06-47-19-04,ZIGUINCHOR,1,4,0
54-49-87-66,DIOURBEL,1,1,0
49-58-68-02,KAFFRINE,1,2,0
34-31-98-11,DIOURBEL,1,1,0
50-30-70-80,ZIGUINCHOR,1,4,0
95-55-54-98,DIOURBEL,1,2,0
50-66-03-16,DIOURBEL,1,1,0
10-81-17-37,KAFFRINE,1,1,0
10-90-63-57,ZIGUINCHOR,1,0,1
64-95-45-62,SEDHIOU,NA,0,1
54-27-54-06,DIOURBEL,1,1,0
56-68-88-53,DIOURBEL,1,1,0
75-37-53-64,KOLDA,1,2,0
12-12-26-52,SEDHIOU,1,1,0
07-84-89-07,DIOURBEL,1,2,0
21-15-94-79,DIOURBEL,1,2,0
88-90-06-48,KAOLACK,2,5,0
36-53-13-72,KOLDA,1,2,0
87-22-40-56,KAOLACK,1,2,0
68-59-32-69,KOLDA,1,1,0
22-51-84-78,KAOLACK,2,5,0
18-57-98-37,SEDHIOU,1,0,0
96-78-05-54,ZIGUINCHOR,1,3,0
82-30-61-58,KAOLACK,2,4,0
71-52-65-98,KOLDA,NA,0,1
57-47-12-60,KOLDA,1,1,0
24-58-10-50,KOLDA,1,2,0
13-68-49-24,KAOLACK,2,6,0
85-57-23-79,KOLDA,1,1,0
52-87-20-48,ZIGUINCHOR,1,3,0
45-43-44-52,KOLDA,1,1,0
80-34-33-07,KAOLACK,2,6,0
29-05-41-82,KOLDA,1,1,0
69-36-77-22,DIOURBEL,1,1,0
93-60-52-04,SEDHIOU,1,2,0
57-70-89-84,DIOURBEL,1,2,0
30-48-75-72,SEDHIOU,1,1,0
06-48-18-51,KOLDA,1,1,0
31-30-15-24,KOLDA,1,2,0
31-74-03-56,KOLDA,NA,0,1
64-19-51-98,KOLDA,1,1,0
27-02-34-28,SEDHIOU,1,1,0
62-66-39-43,ZIGUINCHOR,1,4,0
89-23-12-36,KOLDA,1,2,0
30-89-88-04,SEDHIOU,1,1,0
30-20-44-27,KOLDA,NA,0,1
97-11-35-45,KOLDA,1,2,0
25-51-70-46,KOLDA,1,2,0
55-37-84-94,SEDHIOU,1,1,0
32-86-54-43,KOLDA,1,1,0
94-72-70-62,KOLDA,NA,0,1
45-95-96-41,SEDHIOU,1,2,0
44-75-47-36,KOLDA,1,4,0
74-08-59-39,KOLDA,1,1,0
63-15-50-64,ZIGUINCHOR,1,4,0
31-54-57-05,SEDHIOU,1,1,0
51-56-82-66,KOLDA,1,2,0
08-68-17-68,ZIGUINCHOR,1,1,0
16-80-53-75,KOLDA,1,2,0
59-16-22-88,ZIGUINCHOR,1,2,0
64-77-62-83,ZIGUINCHOR,1,6,0
43-14-18-05,KOLDA,1,1,0
02-79-17-54,ZIGUINCHOR,1,3,0
81-22-85-46,TAMBACOUNDA,1,1,0
57-74-07-65,SEDHIOU,1,4,0
43-92-36-57,KOLDA,1,3,0
55-45-48-55,KOLDA,NA,0,1
32-25-95-12,SEDHIOU,1,1,0
37-09-76-14,TAMBACOUNDA,1,1,0
83-50-21-13,DIOURBEL,1,3,0
15-64-99-73,DIOURBEL,1,2,0
30-31-45-07,SEDHIOU,1,1,0
49-80-59-56,SEDHIOU,1,0,0
91-87-27-74,KOLDA,NA,0,1
73-15-19-38,KOLDA,NA,0,1
33-12-86-83,KOLDA,1,3,0
26-83-63-88,KOLDA,NA,0,1
44-71-50-95,SEDHIOU,NA,0,1
43-13-31-25,DIOURBEL,1,1,0
71-77-17-15,DIOURBEL,1,1,0
66-93-25-25,DIOURBEL,1,1,0
74-32-30-93,KOLDA,1,3,0
23-99-27-71,DIOURBEL,1,1,0
11-82-03-57,ZIGUINCHOR,1,4,0
82-55-84-77,TAMBACOUNDA,1,0,0
35-13-83-78,DIOURBEL,1,2,0
09-17-51-39,KOLDA,NA,0,1
73-97-91-73,DIOURBEL,1,2,0
09-57-21-41,ZIGUINCHOR,1,5,0
58-79-37-44,ZIGUINCHOR,1,2,0
12-44-04-89,SEDHIOU,1,3,0
04-06-07-49,KEDOUGOU,NA,0,1
80-46-65-72,KOLDA,1,4,0
79-93-43-69,KOLDA,1,2,0
72-56-94-65,KOLDA,NA,0,1
33-22-93-92,KOLDA,NA,0,1
92-96-73-64,DIOURBEL,1,1,0
85-40-07-24,KOLDA,1,4,0
85-39-95-08,ZIGUINCHOR,1,4,0
66-90-59-91,ZIGUINCHOR,1,6,0
54-11-13-21,KOLDA,1,2,0
55-23-29-48,KAOLACK,1,2,0
88-88-99-88,DIOURBEL,1,1,0
01-28-43-30,KOLDA,1,3,0
74-51-77-02,KOLDA,1,2,0
17-91-59-31,KOLDA,NA,0,1
60-33-70-00,KOLDA,NA,0,1
90-69-81-06,DIOURBEL,1,3,0
24-75-00-42,KAOLACK,1,2,0
04-64-94-42,TAMBACOUNDA,1,4,0
00-37-76-21,KAOLACK,1,4,0
40-39-03-79,KOLDA,1,4,0
00-10-61-22,DIOURBEL,1,2,0
73-78-19-77,KAOLACK,1,2,0
36-26-08-14,SEDHIOU,1,0,0
69-19-46-13,ZIGUINCHOR,1,1,0
05-51-04-89,KOLDA,1,1,0
33-08-45-54,KOLDA,1,3,0
36-99-96-86,ZIGUINCHOR,1,3,0
74-70-96-78,SEDHIOU,1,1,0
22-53-86-29,KOLDA,1,0,1
62-26-55-30,KEDOUGOU,1,0,1
04-28-67-21,SEDHIOU,1,1,0
34-43-28-32,ZIGUINCHOR,1,1,0
06-26-19-93,KOLDA,1,2,0
19-66-91-16,DIOURBEL,1,1,0
20-14-85-56,SEDHIOU,1,2,0
11-51-20-94,ZIGUINCHOR,1,3,0
28-04-99-40,KOLDA,1,3,0
40-22-32-74,SEDHIOU,1,1,0
28-68-89-13,ZIGUINCHOR,1,1,0
76-36-17-80,KOLDA,1,1,0
42-45-76-93,ZIGUINCHOR,1,2,0
17-79-75-75,DIOURBEL,1,1,0
77-38-87-83,KAOLACK,1,2,0
74-49-62-62,KOLDA,1,1,0
98-56-26-48,DIOURBEL,1,2,0
58-25-99-14,DIOURBEL,1,2,0
08-08-71-36,SEDHIOU,1,3,0
60-39-49-28,KOLDA,1,4,0
75-55-55-71,SEDHIOU,1,6,0
61-01-27-67,KOLDA,1,4,0
26-03-19-86,DIOURBEL,1,1,0
10-77-12-80,KOLDA,1,5,0
37-53-19-46,SEDHIOU,1,2,0
46-05-46-43,DIOURBEL,1,2,0
28-95-98-42,KOLDA,1,2,0
92-46-97-32,SEDHIOU,1,6,0
50-24-28-19,KOLDA,1,3,0
90-32-14-17,ZIGUINCHOR,1,1,0
62-81-77-55,DIOURBEL,1,3,0
54-99-24-23,DIOURBEL,1,5,0
16-87-65-91,KOLDA,1,1,0
32-76-51-34,KOLDA,1,5,0
20-03-07-48,ZIGUINCHOR,1,3,0
01-95-99-57,DIOURBEL,1,4,0
03-13-12-28,KOLDA,1,3,0
19-57-58-52,ZIGUINCHOR,1,3,0
00-03-64-48,DIOURBEL,1,4,0
49-09-64-38,KOLDA,1,2,0
80-59-15-33,ZIGUINCHOR,1,3,0
74-56-93-46,KOLDA,1,4,0
07-01-11-82,KOLDA,1,1,0
98-60-80-24,ZIGUINCHOR,1,4,0
70-58-78-50,KOLDA,NA,0,1
46-92-10-93,SEDHIOU,1,1,0
93-45-37-29,KOLDA,NA,0,1
19-18-54-44,ZIGUINCHOR,1,0,1
27-15-93-84,KOLDA,1,0,0
81-11-75-56,KAOLACK,2,2,0
80-19-86-61,SEDHIOU,1,4,0
50-09-52-14,KAOLACK,1,3,0
77-25-96-03,KOLDA,1,1,0
09-80-92-53,SEDHIOU,1,2,0
24-39-88-94,KAOLACK,1,4,0
17-56-08-80,KAOLACK,1,1,0
19-74-21-83,KOLDA,1,1,0
53-32-06-73,SEDHIOU,1,5,0
07-74-06-06,KAOLACK,1,2,0
32-10-16-53,KOLDA,1,1,0
31-78-71-90,SEDHIOU,1,1,0
46-70-87-10,SEDHIOU,1,6,0
57-68-36-19,ZIGUINCHOR,1,1,0
98-33-97-58,KAOLACK,1,3,0
04-30-78-20,KOLDA,1,2,0
20-67-90-21,ZIGUINCHOR,1,3,0
01-59-05-47,KOLDA,1,1,0
64-09-84-74,KAOLACK,1,2,0
02-87-91-58,SEDHIOU,1,3,0
10-36-70-65,KOLDA,1,1,0
80-56-98-61,ZIGUINCHOR,1,3,0
89-25-04-80,KAOLACK,1,2,0
65-01-48-70,ZIGUINCHOR,1,3,0
74-35-76-42,ZIGUINCHOR,1,5,0
06-00-72-27,KAOLACK,1,2,0
40-10-48-24,SEDHIOU,1,3,0
67-22-50-67,KOLDA,NA,0,1
