interview__key,numero_ind,sexe,age,lien_cm,statut_matri,scolarise,niveau_etudes,occupation,age_enfant,poids_enfant,taille_enfant,pb_enfant,oedeme_enfant,enfant_cible,malnutrition,region,departement,milieu
81-42-86-16,5,1,7,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-42-86-16,6,2,13,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-42-86-16,7,2,22,9,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-42-86-16,8,1,3,10,4,NA,NA,NA,36,"10,40","093,40",NA,2,TRUE,0,TAMBACOUNDA,GOUDIRY,1
81-42-86-16,9,1,1,10,4,NA,NA,NA,16,"08,40","093,40",NA,2,TRUE,0,TAMBACOUNDA,GOUDIRY,1
81-42-86-16,10,2,27,9,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-42-86-16,11,1,11,10,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-42-86-16,12,2,8,11,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-42-86-16,14,1,53,5,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-42-86-16,15,2,50,11,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-42-86-16,16,2,15,6,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-42-86-16,17,1,13,6,4,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-42-86-16,18,1,11,11,4,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-42-86-16,19,1,6,6,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-42-86-16,20,1,20,6,4,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-42-86-16,21,1,22,6,4,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
01-82-88-67,1,2,79,1,3,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
01-82-88-67,2,1,31,3,4,1,5,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
01-82-88-67,3,1,14,10,4,1,2,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
01-82-88-67,4,1,19,11,4,1,3,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-11-73-56,1,1,72,1,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-11-73-56,2,2,47,2,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-11-73-56,3,2,52,2,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-11-73-56,4,2,47,2,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-11-73-56,5,1,34,3,4,1,3,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-11-73-56,6,1,32,3,4,1,3,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-11-73-56,7,1,19,3,4,1,2,10,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-11-73-56,8,2,17,3,4,1,2,10,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-11-73-56,9,2,13,3,4,1,1,10,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-11-73-56,10,1,13,3,4,1,1,10,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-11-73-56,11,1,6,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-11-73-56,12,1,7,3,4,1,1,10,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-11-73-56,13,2,23,3,4,1,3,10,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-11-73-56,14,2,21,3,4,1,3,10,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-11-73-56,16,2,12,3,4,1,1,10,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-56-22-96,1,1,75,1,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,OUSSOUYE,1
40-56-22-96,2,2,21,6,4,1,3,10,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,OUSSOUYE,1
40-56-22-96,3,2,19,6,4,1,2,10,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,OUSSOUYE,1
52-47-31-27,1,1,63,1,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
52-47-31-27,2,2,50,2,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
52-47-31-27,3,1,22,3,1,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
52-47-31-27,4,2,33,9,1,1,2,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
52-47-31-27,5,1,7,10,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
52-47-31-27,6,1,12,10,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
52-47-31-27,7,2,2,10,4,NA,NA,NA,20,"10,30","080,00",NA,2,TRUE,0,TAMBACOUNDA,GOUDIRY,1
63-10-29-72,1,2,42,1,3,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
63-10-29-72,3,1,17,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
63-10-29-72,4,2,15,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
63-10-29-72,5,2,11,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
63-10-29-72,6,2,11,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
63-10-29-72,7,2,9,6,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
63-10-29-72,8,2,8,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
63-10-29-72,9,1,2,3,4,NA,NA,NA,17,"11,00","088,00",NA,2,TRUE,0,TAMBACOUNDA,GOUDIRY,1
63-10-29-72,10,1,4,3,3,NA,NA,NA,41,"15,10","106,30",NA,2,TRUE,0,TAMBACOUNDA,GOUDIRY,1
11-06-76-44,1,2,38,1,3,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,1
11-06-76-44,2,1,15,3,4,1,2,8,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,1
11-06-76-44,3,2,12,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,1
11-06-76-44,4,1,9,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,1
11-06-76-44,5,2,7,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,1
48-71-97-02,1,1,62,1,1,1,1,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,KOLDA,1
48-71-97-02,2,2,54,2,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,KOLDA,1
48-71-97-02,3,1,32,3,1,1,4,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,KOLDA,1
48-71-97-02,4,1,20,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,KOLDA,1
48-71-97-02,5,1,24,3,4,1,2,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,KOLDA,1
48-71-97-02,6,2,22,9,1,2,NA,10,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,KOLDA,1
48-71-97-02,7,2,2,10,4,NA,NA,NA,31,"08,00","080,30",NA,2,TRUE,0,KOLDA,KOLDA,1
81-02-81-92,1,1,54,1,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,2,1,58,5,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,3,1,50,5,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,4,2,43,11,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,5,2,44,2,2,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,7,2,42,11,2,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,8,2,26,11,2,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,9,2,38,11,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,10,1,19,6,4,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,11,1,16,6,4,2,NA,9,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,12,2,17,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,13,2,14,6,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,14,2,14,6,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,15,2,7,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,16,1,6,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,17,1,7,6,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,18,2,6,6,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,19,2,2,6,4,NA,NA,NA,20,"09,00","078,00",NA,2,TRUE,0,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,20,2,2,6,4,NA,NA,NA,20,"08,80","080,50",NA,2,TRUE,0,TAMBACOUNDA,GOUDIRY,1
81-02-81-92,21,1,1,6,4,NA,NA,NA,9,"07,30","069,60",NA,2,TRUE,0,TAMBACOUNDA,GOUDIRY,1
20-69-45-75,1,1,59,1,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
20-69-45-75,2,2,31,2,2,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
20-69-45-75,3,2,6,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
20-69-45-75,4,1,6,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
20-69-45-75,5,1,3,3,4,NA,NA,NA,47,"14,20","096,00",NA,2,TRUE,0,ZIGUINCHOR,BIGNONA,1
20-69-45-75,6,1,2,3,4,NA,NA,NA,27,"12,00","083,03",NA,2,TRUE,0,ZIGUINCHOR,BIGNONA,1
20-69-45-75,7,2,22,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
52-17-30-06,1,2,52,1,3,2,NA,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
52-17-30-06,2,1,30,3,4,1,4,1,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
52-17-30-06,3,2,22,3,4,2,NA,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
52-17-30-06,4,1,20,12,4,2,NA,11,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
43-06-06-67,1,2,77,1,3,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
43-06-06-67,2,1,38,3,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
43-06-06-67,3,1,38,3,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
43-06-06-67,4,1,8,10,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
43-06-06-67,5,2,6,10,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
43-06-06-67,6,2,6,3,4,2,NA,2,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
43-06-06-67,7,2,0,10,4,NA,NA,NA,8,"05,00","060,08",NA,2,TRUE,0,ZIGUINCHOR,BIGNONA,1
43-06-06-67,8,2,15,10,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
43-06-06-67,9,2,4,10,4,NA,NA,NA,51,"14,30","103,00",NA,2,TRUE,0,ZIGUINCHOR,BIGNONA,1
43-06-06-67,10,1,0,10,4,NA,NA,NA,9,"08,70","071,06",NA,2,TRUE,0,ZIGUINCHOR,BIGNONA,1
43-06-06-67,12,1,27,10,4,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
43-06-06-67,13,2,30,9,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
43-06-06-67,14,2,22,9,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
43-06-06-67,15,2,25,9,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
49-74-63-52,1,1,61,1,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,LOUGA,KEBEMER,1
49-74-63-52,2,2,53,2,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,LOUGA,KEBEMER,1
49-74-63-52,3,1,27,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,LOUGA,KEBEMER,1
49-74-63-52,4,1,16,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,LOUGA,KEBEMER,1
49-74-63-52,5,1,10,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,LOUGA,KEBEMER,1
01-89-68-27,1,1,95,1,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
01-89-68-27,2,2,70,2,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
01-89-68-27,3,1,30,3,4,2,NA,6,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
01-89-68-27,4,2,11,9,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
70-42-85-99,1,2,41,1,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,OUSSOUYE,1
25-71-78-14,1,1,51,1,2,2,NA,9,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,TAMBACOUNDA,1
25-71-78-14,2,2,46,2,2,2,NA,12,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,TAMBACOUNDA,1
25-71-78-14,3,1,18,3,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,TAMBACOUNDA,1
25-71-78-14,4,1,11,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,TAMBACOUNDA,1
25-71-78-14,5,1,0,3,4,NA,NA,NA,16,"09,50","078,70",NA,1,TRUE,1,TAMBACOUNDA,TAMBACOUNDA,1
25-71-78-14,6,2,37,2,2,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,TAMBACOUNDA,1
25-71-78-14,7,1,16,3,4,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,TAMBACOUNDA,1
25-71-78-14,8,1,11,3,4,2,NA,10,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,TAMBACOUNDA,1
25-71-78-14,9,2,12,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,TAMBACOUNDA,1
25-71-78-14,10,1,10,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,TAMBACOUNDA,1
25-71-78-14,11,2,7,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,TAMBACOUNDA,1
53-68-71-53,1,1,35,1,1,1,1,6,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,1
53-68-71-53,2,2,23,2,1,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,1
53-68-71-53,3,1,6,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,1
53-68-71-53,4,2,2,3,4,NA,NA,NA,20,"09,70","084,50",NA,2,TRUE,0,KAFFRINE,BIRKELANE,1
53-68-71-53,5,1,24,6,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,1
53-68-71-53,6,2,60,4,3,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,1
40-29-79-86,1,1,35,1,1,1,1,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-29-79-86,2,2,27,2,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-29-79-86,3,1,12,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-29-79-86,4,2,8,3,1,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-29-79-86,5,2,7,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
40-29-79-86,7,1,4,3,4,NA,NA,NA,48,"18,90","114,40",NA,2,TRUE,0,ZIGUINCHOR,BIGNONA,1
40-29-79-86,8,2,70,4,3,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
41-93-74-86,1,1,53,1,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,2,1,45,5,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,3,1,45,5,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,4,2,75,4,3,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,5,2,35,2,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,6,2,30,9,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,7,2,32,9,1,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,8,2,50,9,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,9,2,45,9,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,10,2,35,9,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,11,1,23,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,12,1,18,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,14,1,10,4,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,15,2,8,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,16,1,11,6,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,17,1,7,6,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,19,1,20,13,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,20,1,12,6,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,21,2,9,6,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
41-93-74-86,22,2,12,6,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,TAMBACOUNDA,GOUDIRY,1
60-83-01-78,1,1,60,1,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,2,2,40,2,2,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,3,2,35,2,2,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,4,1,14,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,5,1,6,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,6,1,15,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,7,2,30,3,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,8,2,20,3,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,9,2,20,3,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,10,2,16,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,11,1,40,5,2,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,12,2,30,11,2,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,13,2,27,11,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,14,1,12,6,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,15,1,2,6,4,NA,NA,NA,11,"07,10","070,50",NA,2,TRUE,0,KAFFRINE,BIRKELANE,NA
60-83-01-78,16,2,14,6,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,17,2,14,6,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,18,2,6,6,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,19,2,40,11,2,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,20,1,3,6,4,NA,NA,NA,16,"07,90","080,00",NA,2,TRUE,0,KAFFRINE,BIRKELANE,NA
60-83-01-78,21,2,9,6,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,22,2,6,6,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,23,2,6,6,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,24,1,46,5,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,25,2,34,11,2,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,26,2,20,11,2,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,27,1,13,6,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,28,2,6,6,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,29,2,9,6,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,30,2,28,6,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,31,1,2,6,4,NA,NA,NA,16,"06,50","064,50",NA,2,TRUE,0,KAFFRINE,BIRKELANE,NA
60-83-01-78,32,1,17,11,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,33,1,34,11,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,34,1,24,11,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KAFFRINE,BIRKELANE,NA
60-83-01-78,35,2,0,6,4,NA,NA,NA,8,"06,50","064,50",NA,2,TRUE,0,KAFFRINE,BIRKELANE,NA
42-52-91-86,1,1,40,1,1,1,3,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,OUSSOUYE,1
42-52-91-86,2,2,33,2,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,OUSSOUYE,1
42-52-91-86,3,1,19,3,4,1,2,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,OUSSOUYE,1
42-52-91-86,4,1,9,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,OUSSOUYE,1
42-52-91-86,5,1,7,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,OUSSOUYE,1
