interview__key,numero_ind,sexe,age,lien_cm,statut_matri,scolarise,niveau_etudes,occupation,age_enfant,poids_enfant,taille_enfant,pb_enfant,oedeme_enfant,enfant_cible,malnutrition,region,departement,milieu
75-49-88-51,7,2,11,10,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
94-71-65-55,1,1,58,1,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
94-71-65-55,2,2,46,2,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
94-71-65-55,4,2,40,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
94-71-65-55,5,2,35,3,4,1,2,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
94-71-65-55,6,2,20,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
94-71-65-55,7,1,18,3,4,1,2,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
94-71-65-55,8,1,14,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
94-71-65-55,9,2,10,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
94-71-65-55,10,2,8,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
94-71-65-55,11,2,7,6,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
09-66-93-51,1,2,85,1,3,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
09-66-93-51,2,1,47,2,1,1,3,9,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
09-66-93-51,3,1,23,6,4,1,4,1,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
09-66-93-51,4,1,21,6,4,1,4,1,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
09-66-93-51,5,1,19,6,4,1,3,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
09-66-93-51,6,1,11,6,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
09-66-93-51,7,1,8,6,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
09-66-93-51,8,1,16,10,4,1,2,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
09-66-93-51,9,1,16,11,4,1,2,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
09-66-93-51,10,1,21,12,4,1,3,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
09-66-93-51,11,2,34,13,1,1,3,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
77-60-16-82,1,1,79,1,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
77-60-16-82,2,2,69,2,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
77-60-16-82,3,1,50,3,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
77-60-16-82,4,2,40,9,2,2,NA,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
77-60-16-82,5,1,24,7,4,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
77-60-16-82,6,1,14,7,4,1,2,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
77-60-16-82,7,2,11,7,4,1,1,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
77-60-16-82,8,2,30,9,2,2,NA,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
77-60-16-82,9,1,11,8,4,1,1,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
77-60-16-82,10,1,9,7,4,1,1,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
77-60-16-82,11,1,7,7,4,1,1,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
77-60-16-82,12,2,0,7,4,NA,NA,NA,1,"05,20","055,00",NA,2,FALSE,NA,KOLDA,VELINGARA,1
77-60-16-82,13,2,20,9,1,2,NA,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
77-60-16-82,14,2,33,3,3,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
77-60-16-82,15,1,13,7,4,1,1,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
77-60-16-82,16,2,10,7,4,1,1,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
77-60-16-82,17,1,7,7,4,1,1,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
58-01-31-37,1,1,65,1,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
58-01-31-37,2,2,40,2,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
58-01-31-37,3,1,25,3,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
58-01-31-37,4,1,23,3,4,2,NA,12,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
58-01-31-37,5,1,19,3,4,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
58-01-31-37,6,2,19,9,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
58-01-31-37,7,2,3,3,4,NA,NA,NA,34,"10,50","091,10",NA,2,TRUE,0,THIES,THIES,1
58-01-31-37,8,2,10,6,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
38-13-40-42,1,1,45,1,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
38-13-40-42,2,2,30,2,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
38-13-40-42,3,1,6,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
38-13-40-42,4,1,4,3,4,NA,NA,NA,54,"14,20","100,20",NA,2,TRUE,0,ZIGUINCHOR,BIGNONA,1
38-13-40-42,5,2,6,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
38-13-40-42,9,1,23,5,4,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
38-13-40-42,10,1,16,5,4,2,NA,11,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
38-13-40-42,11,1,15,5,4,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
38-13-40-42,12,1,6,10,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
38-13-40-42,13,1,6,10,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
60-80-50-53,1,1,59,1,2,2,NA,12,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
60-80-50-53,2,1,41,2,2,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
60-80-50-53,3,1,10,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
60-80-50-53,4,2,9,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
02-83-27-98,1,1,47,1,1,1,1,4,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-83-27-98,2,2,43,2,1,1,2,9,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-83-27-98,3,1,21,3,4,1,3,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-83-27-98,4,1,21,3,4,1,4,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-83-27-98,5,2,17,3,4,1,2,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-83-27-98,6,1,11,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-83-27-98,7,1,8,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-83-27-98,8,1,30,5,4,1,3,1,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-83-27-98,9,2,22,6,1,1,2,1,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-83-27-98,10,2,25,11,1,1,2,11,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-83-27-98,11,2,12,11,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-83-27-98,12,2,5,11,4,NA,NA,NA,54,"16,00","101,50",NA,2,TRUE,0,ZIGUINCHOR,BIGNONA,1
02-83-27-98,14,1,25,12,4,1,3,11,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-83-27-98,15,2,7,12,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-83-27-98,16,2,7,12,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
27-55-31-28,1,1,67,1,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
27-55-31-28,2,2,45,2,1,2,NA,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
27-55-31-28,3,1,24,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
27-55-31-28,4,1,20,3,4,1,1,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
27-55-31-28,5,2,15,3,4,1,2,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
27-55-31-28,6,1,13,3,4,1,1,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
27-55-31-28,7,2,13,3,4,1,1,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
27-55-31-28,8,2,6,3,4,1,1,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
27-55-31-28,9,2,11,7,4,1,1,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
27-55-31-28,10,2,13,7,4,1,1,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
27-55-31-28,11,2,2,7,4,NA,NA,NA,30,"10,00","084,20",NA,2,TRUE,0,KOLDA,VELINGARA,1
27-55-31-28,12,1,8,7,4,1,1,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
46-53-98-17,1,1,61,1,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
46-53-98-17,2,2,44,2,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
46-53-98-17,3,2,23,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
46-53-98-17,4,2,11,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
46-53-98-17,5,2,8,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
46-53-98-17,6,2,4,3,4,NA,NA,NA,42,"13,50","096,30",NA,2,TRUE,0,FATICK,FOUNDIOUGNE,1
64-67-83-64,1,1,67,1,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
64-67-83-64,2,2,47,2,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
64-67-83-64,3,2,21,9,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
64-67-83-64,4,1,20,3,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
64-67-83-64,5,1,23,3,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
64-67-83-64,6,1,17,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
64-67-83-64,7,1,12,10,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
64-67-83-64,8,1,18,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
23-75-03-88,1,1,65,1,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
23-75-03-88,2,2,55,2,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
23-75-03-88,3,1,20,3,4,1,2,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
23-75-03-88,4,2,17,3,4,1,2,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
23-75-03-88,5,1,26,3,1,1,2,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
23-75-03-88,6,2,22,9,1,1,1,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
23-75-03-88,7,2,8,7,4,1,1,12,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
23-75-03-88,8,1,2,7,4,NA,NA,NA,34,"10,00","088,00",NA,2,TRUE,0,KOLDA,VELINGARA,1
87-01-83-86,1,1,62,1,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
87-01-83-86,2,2,44,2,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
87-01-83-86,3,2,32,2,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
87-01-83-86,4,2,30,2,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
87-01-83-86,5,1,27,3,4,2,NA,9,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
87-01-83-86,6,1,22,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
87-01-83-86,7,2,16,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
87-01-83-86,8,2,12,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
87-01-83-86,9,1,10,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
87-01-83-86,10,2,7,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
87-01-83-86,11,1,6,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
87-01-83-86,12,1,2,3,4,NA,NA,NA,28,"12,40","088,30",NA,2,TRUE,0,FATICK,FOUNDIOUGNE,1
87-01-83-86,13,2,2,3,4,NA,NA,NA,7,"06,50","064,70",NA,2,TRUE,0,FATICK,FOUNDIOUGNE,1
87-01-83-86,14,2,2,6,4,NA,NA,NA,25,"10,90","082,00",NA,2,TRUE,0,FATICK,FOUNDIOUGNE,1
02-21-83-50,1,1,70,1,1,1,1,9,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-21-83-50,2,2,60,2,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-21-83-50,3,1,45,3,1,1,1,5,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-21-83-50,4,1,30,3,1,1,1,9,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-21-83-50,5,1,25,3,4,2,NA,11,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-21-83-50,6,1,22,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-21-83-50,7,2,23,6,4,1,3,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-21-83-50,8,1,34,11,4,1,2,4,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-21-83-50,9,2,18,11,4,1,2,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
02-21-83-50,10,2,23,12,4,2,NA,11,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
20-10-00-22,1,1,58,1,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
20-10-00-22,2,2,44,2,1,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
20-10-00-22,3,1,27,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
20-10-00-22,4,1,23,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
20-10-00-22,5,1,20,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
20-10-00-22,6,2,17,3,1,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
20-10-00-22,7,2,16,3,1,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
20-10-00-22,8,2,9,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
20-10-00-22,9,1,12,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
20-10-00-22,10,2,7,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,THIES,THIES,1
32-94-25-66,1,1,62,1,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
32-94-25-66,2,1,44,2,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
32-94-25-66,3,2,18,2,2,1,1,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
56-47-63-92,1,2,82,1,3,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
56-47-63-92,2,2,45,5,1,1,1,9,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
56-47-63-92,3,2,1,6,4,NA,NA,NA,8,"08,90","069,40",NA,2,TRUE,0,ZIGUINCHOR,BIGNONA,1
56-47-63-92,4,2,23,9,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
56-47-63-92,5,2,34,11,1,1,2,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
91-87-43-59,1,1,64,1,1,1,1,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,ZIGUINCHOR,1
91-87-43-59,2,2,52,2,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,ZIGUINCHOR,1
30-15-78-15,1,2,58,1,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,ZIGUINCHOR,1
30-15-78-15,2,1,80,2,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,ZIGUINCHOR,1
24-48-82-24,1,1,45,1,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
24-48-82-24,2,2,34,2,2,1,1,8,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
24-48-82-24,3,1,17,3,4,2,NA,5,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
24-48-82-24,4,2,15,3,4,2,NA,10,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
24-48-82-24,5,1,12,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
24-48-82-24,6,2,8,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
24-48-82-24,7,1,7,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
24-48-82-24,10,2,30,2,2,2,NA,10,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
24-48-82-24,11,2,11,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
24-48-82-24,12,1,9,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
94-82-62-85,1,1,58,1,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
94-82-62-85,2,2,36,2,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
94-82-62-85,3,2,30,2,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
94-82-62-85,4,1,15,3,4,1,2,10,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
94-82-62-85,5,2,9,10,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
82-34-07-73,1,1,80,1,2,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
82-34-07-73,2,2,60,2,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
82-34-07-73,3,2,50,2,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
82-34-07-73,4,1,35,3,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
82-34-07-73,5,1,18,3,4,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
82-34-07-73,6,2,12,6,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
82-34-07-73,7,1,7,6,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
82-34-07-73,8,2,4,6,4,NA,NA,NA,31,"10,70","086,50",NA,2,TRUE,0,FATICK,FOUNDIOUGNE,1
82-34-07-73,9,2,22,9,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
82-34-07-73,10,2,15,9,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,FATICK,FOUNDIOUGNE,1
00-28-71-57,1,1,58,1,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
00-28-71-57,2,2,42,2,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
00-28-71-57,3,1,20,3,4,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
00-28-71-57,6,1,9,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
00-28-71-57,7,2,7,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,VELINGARA,1
39-59-07-20,1,1,56,1,1,1,1,8,NA,NA,NA,NA,NA,FALSE,NA,LOUGA,LINGUERE,1
39-59-07-20,2,2,31,2,1,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,LOUGA,LINGUERE,1
39-59-07-20,3,1,12,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,LOUGA,LINGUERE,1
39-59-07-20,4,1,9,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,LOUGA,LINGUERE,1
39-59-07-20,5,1,7,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,LOUGA,LINGUERE,1
39-59-07-20,6,2,6,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,LOUGA,LINGUERE,1
39-59-07-20,7,1,3,3,4,NA,NA,NA,28,"11,10","059,10",NA,2,TRUE,0,LOUGA,LINGUERE,1
91-50-26-85,1,1,38,1,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
91-50-26-85,2,2,20,2,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
91-50-26-85,3,2,18,2,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
91-50-26-85,4,2,34,5,4,2,NA,10,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
36-76-81-05,1,1,65,1,1,1,1,12,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,ZIGUINCHOR,1
36-76-81-05,2,2,59,2,1,2,NA,9,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,ZIGUINCHOR,1
36-76-81-05,3,1,35,3,4,1,3,12,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,ZIGUINCHOR,1
83-14-23-28,1,1,53,1,1,1,1,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
83-14-23-28,2,2,46,2,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
83-14-23-28,3,2,18,3,4,1,2,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
83-14-23-28,4,1,9,10,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,ZIGUINCHOR,BIGNONA,1
45-19-18-63,1,1,55,1,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,MEDINA YORO,1
45-19-18-63,2,2,43,2,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,MEDINA YORO,1
45-19-18-63,3,1,15,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,MEDINA YORO,1
45-19-18-63,4,2,30,2,2,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,MEDINA YORO,1
45-19-18-63,5,2,10,3,4,1,1,0,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,MEDINA YORO,1
45-19-18-63,6,1,48,3,4,2,NA,0,NA,NA,NA,NA,NA,FALSE,NA,KOLDA,MEDINA YORO,1
28-59-96-25,1,1,68,1,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
28-59-96-25,2,2,55,2,1,2,NA,8,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
28-59-96-25,3,1,24,3,1,2,NA,9,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
28-59-96-25,4,2,20,9,1,1,1,8,NA,NA,NA,NA,NA,FALSE,NA,SEDHIOU,BOUNKILING,1
