interview__key,region,departement,milieu,materiau_toit,materiau_murs,nb_pieces,statut_occup,possede_bien_1,possede_bien_2,possede_bien_3,possede_bien_4,possede_bien_5,possede_bien_6,possede_bien_7,possede_bien_8,possede_bien_9,possede_bien_10,possede_bien_11,possede_bien_12,possede_bien_13,possede_bien_14,possede_bien_15,source_eau,type_toilettes,source_revenu_0,source_revenu_1,source_revenu_2,source_revenu_3,source_revenu_4,source_revenu_5,source_revenu_6,source_revenu_7,source_revenu_8,source_revenu_9,source_revenu_10,source_revenu_11,source_revenu_12,source_revenu_13,source_revenu_14,choc_subi
22-91-88-36,KOLDA,VELINGARA,1,3,1,3,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
78-87-84-50,KAFFRINE,BIRKELANE,1,4,6,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66-01-65-49,ZIGUINCHOR,OUSSOUYE,1,2,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
36-67-63-00,KAOLACK,NIORO,1,3,1,7,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,5,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,1
64-38-11-96,LOUGA,KEBEMER,1,4,6,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1
80-95-16-37,KAFFRINE,BIRKELANE,NA,3,1,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1
56-16-10-73,ZIGUINCHOR,OUSSOUYE,1,3,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
87-16-81-87,KAOLACK,NIORO,1,3,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,5,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,1
50-55-25-09,KOLDA,VELINGARA,1,3,1,5,5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
01-58-17-58,KAFFRINE,MALEM HODDA,1,1,6,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
83-14-94-88,KAFFRINE,BIRKELANE,1,3,1,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1
11-58-11-47,KAOLACK,NIORO,1,3,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1
26-84-82-81,THIES,TIVAOUANE,1,3,6,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,1
33-04-93-25,KAOLACK,NIORO,1,3,3,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
07-86-05-45,KAFFRINE,BIRKELANE,1,4,3,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09-33-88-03,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77-26-30-41,ZIGUINCHOR,OUSSOUYE,1,2,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1
38-75-79-36,THIES,TIVAOUANE,1,1,1,10,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
64-23-79-00,LOUGA,LINGUERE,1,3,6,6,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
65-51-06-34,ZIGUINCHOR,BIGNONA,1,3,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
29-98-40-15,LOUGA,LINGUERE,1,2,2,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17-64-59-07,LOUGA,LINGUERE,1,4,6,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2
23-54-67-38,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47-14-88-32,THIES,TIVAOUANE,1,1,1,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39-65-69-42,THIES,TIVAOUANE,1,3,6,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,9,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,1
97-76-56-16,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18-39-92-15,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28-37-10-65,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-43-25-77,KOLDA,VELINGARA,2,3,1,7,4,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
36-13-29-56,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41-11-37-98,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64-92-67-85,SEDHIOU,BOUNKILING,1,3,1,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20-81-62-28,ZIGUINCHOR,BIGNONA,1,3,1,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
20-19-94-73,ZIGUINCHOR,BIGNONA,1,3,3,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
26-38-31-28,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89-74-06-71,KOLDA,VELINGARA,1,1,1,4,5,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
52-94-55-18,ZIGUINCHOR,BIGNONA,1,3,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
64-51-35-00,ZIGUINCHOR,BIGNONA,1,3,3,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
82-80-44-92,ZIGUINCHOR,BIGNONA,1,3,3,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
18-07-77-15,ZIGUINCHOR,OUSSOUYE,1,3,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
24-70-71-29,ZIGUINCHOR,BIGNONA,1,3,3,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
93-03-18-25,ZIGUINCHOR,BIGNONA,1,3,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
19-44-44-68,ZIGUINCHOR,BIGNONA,1,3,2,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,2
91-46-32-59,KOLDA,KOLDA,1,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22-38-64-01,ZIGUINCHOR,BIGNONA,1,3,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2
21-59-49-65,THIES,TIVAOUANE,1,3,1,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,2
15-56-80-54,ZIGUINCHOR,BIGNONA,1,3,2,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,5,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
72-81-98-43,KOLDA,KOLDA,1,4,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13-29-73-71,KOLDA,VELINGARA,2,2,1,2,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
83-53-89-65,ZIGUINCHOR,BIGNONA,1,3,1,7,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,5,4,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,1
42-74-45-39,LOUGA,LINGUERE,1,4,6,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,8,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2
07-92-54-13,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81-90-68-62,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77-03-79-51,KOLDA,KOLDA,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
46-77-37-11,KOLDA,KOLDA,1,3,1,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
55-40-45-22,KAOLACK,NIORO,1,3,3,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,5,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,2
77-13-60-19,LOUGA,LINGUERE,1,3,1,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,1
92-21-57-02,KOLDA,KOLDA,1,3,1,5,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,5,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2
30-05-87-94,KOLDA,KOLDA,1,4,3,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
97-34-25-11,LOUGA,LINGUERE,1,3,4,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
12-51-72-27,KOLDA,KOLDA,1,4,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
53-40-83-51,MATAM,KANEL,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19-13-46-76,LOUGA,LINGUERE,1,4,6,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2
03-85-47-37,KOLDA,KOLDA,1,4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
18-24-76-11,KAFFRINE,MALEM HODDA,1,3,3,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75-90-38-72,SEDHIOU,BOUNKILING,1,3,1,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
05-84-01-30,LOUGA,LINGUERE,1,3,6,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
07-62-02-40,LOUGA,LINGUERE,1,4,1,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2
25-25-39-15,ZIGUINCHOR,OUSSOUYE,1,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
47-30-41-84,KAFFRINE,MALEM HODDA,NA,4,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17-60-24-90,LOUGA,LINGUERE,1,4,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
06-06-91-93,ZIGUINCHOR,BIGNONA,1,3,3,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
63-59-14-82,ZIGUINCHOR,BIGNONA,1,3,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,1
43-01-86-57,KAFFRINE,MALEM HODDA,1,4,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37-23-68-00,LOUGA,LINGUERE,1,3,1,5,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1
00-59-17-82,ZIGUINCHOR,BIGNONA,1,3,3,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
72-14-22-47,ZIGUINCHOR,BIGNONA,1,3,3,9,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,5,4,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,1
90-55-91-14,KAFFRINE,MALEM HODDA,1,4,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87-06-38-48,ZIGUINCHOR,BIGNONA,1,3,2,5,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5,5,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,1
89-65-60-72,ZIGUINCHOR,BIGNONA,1,3,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,1
45-65-62-34,KAOLACK,NIORO,1,3,1,3,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
86-46-59-54,KAOLACK,NIORO,1,3,1,4,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
59-63-13-48,THIES,TIVAOUANE,1,1,1,7,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
82-44-05-66,THIES,TIVAOUANE,1,1,4,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2
45-66-05-36,ZIGUINCHOR,BIGNONA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42-67-20-77,DIOURBEL,M�BACKE,1,3,5,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2
50-45-82-76,SEDHIOU,SEDHIOU,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
86-53-76-07,LOUGA,LINGUERE,1,3,6,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2
46-20-04-46,KOLDA,KOLDA,1,4,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,2
56-19-49-24,KAFFRINE,KOUNGHEUL,1,4,6,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46-58-33-24,SEDHIOU,SEDHIOU,1,3,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
39-16-28-11,LOUGA,LINGUERE,1,3,6,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2
33-94-73-14,SEDHIOU,GOUDOMP,1,2,5,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
54-00-53-74,SEDHIOU,SEDHIOU,1,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
23-80-58-85,ZIGUINCHOR,BIGNONA,1,3,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,2
63-62-05-45,KAFFRINE,KOUNGHEUL,1,4,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73-79-06-99,SEDHIOU,SEDHIOU,1,3,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
75-68-33-08,ZIGUINCHOR,BIGNONA,1,3,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1
34-54-81-42,ZIGUINCHOR,BIGNONA,1,1,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2
72-19-74-24,KAFFRINE,KOUNGHEUL,1,4,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63-75-46-27,SEDHIOU,SEDHIOU,1,3,1,6,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
47-12-99-79,ZIGUINCHOR,BIGNONA,1,2,7,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2
93-21-31-47,ZIGUINCHOR,BIGNONA,1,2,6,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,6,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,1
33-17-68-51,SEDHIOU,SEDHIOU,1,3,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36-05-60-37,DIOURBEL,M�BACKE,1,3,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
85-31-08-88,KAFFRINE,KOUNGHEUL,1,4,3,18,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
42-15-22-21,THIES,TIVAOUANE,1,2,3,10,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
79-10-93-13,ZIGUINCHOR,BIGNONA,1,3,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,1
26-86-07-19,ZIGUINCHOR,BIGNONA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83-52-69-34,KAFFRINE,MALEM HODDA,1,4,1,7,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89-16-64-40,KAFFRINE,KOUNGHEUL,1,4,1,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81-14-13-81,DIOURBEL,M�BACKE,1,4,6,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2
13-81-78-04,DIOURBEL,M�BACKE,1,2,4,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70-75-45-76,KAFFRINE,BIRKELANE,1,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
53-72-28-47,SEDHIOU,GOUDOMP,1,4,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75-95-64-17,DIOURBEL,M�BACKE,1,2,4,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
42-59-44-76,DIOURBEL,M�BACKE,1,3,4,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,1
51-67-74-78,ZIGUINCHOR,BIGNONA,1,3,3,6,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
50-56-86-93,KAFFRINE,MALEM HODDA,1,4,1,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26-61-22-64,SEDHIOU,GOUDOMP,1,2,1,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99-07-02-92,DIOURBEL,M�BACKE,1,3,1,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,2
11-38-96-05,SEDHIOU,GOUDOMP,1,2,3,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47-68-29-04,DIOURBEL,M�BACKE,1,3,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
62-82-09-97,KAFFRINE,BIRKELANE,1,4,3,4,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70-40-74-64,DIOURBEL,M�BACKE,1,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
73-30-17-51,DIOURBEL,M�BACKE,1,3,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
95-36-57-20,DIOURBEL,M�BACKE,1,4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2
17-61-97-83,DIOURBEL,M�BACKE,1,5,4,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2
80-38-91-36,SEDHIOU,GOUDOMP,1,2,2,17,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36-35-70-35,ZIGUINCHOR,BIGNONA,1,2,7,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2
00-60-72-20,SEDHIOU,GOUDOMP,1,2,1,8,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27-15-38-35,KOLDA,MEDINA YORO,1,4,3,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,2
22-47-56-53,ZIGUINCHOR,BIGNONA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
